# time,JS220-005622.i,JS220-005622.v
1.184081612154841423e-01,4.164699837565422058e-02,5.102311134338378906e+00
1.185571616515517235e-01,2.391986548900604248e-02,5.109707355499267578e+00
1.187071623280644417e-01,1.763784699141979218e-02,5.112648963928222656e+00
1.188561618328094482e-01,1.968543790280818939e-02,5.111911773681640625e+00
1.190051622688770294e-01,2.008939161896705627e-02,5.111651897430419922e+00
1.191541627049446106e-01,2.340128086507320404e-02,5.109583854675292969e+00
1.193031631410121918e-01,2.325617708265781403e-02,5.110044956207275391e+00
1.194521626457571983e-01,2.192055992782115936e-02,5.110540866851806641e+00
1.196011630818247795e-01,2.268477529287338257e-02,5.110352993011474609e+00
1.197501635178923607e-01,2.423414960503578186e-02,5.109508514404296875e+00
1.199001632630825043e-01,2.123340778052806854e-02,5.111120223999023438e+00
1.200491636991500854e-01,1.760316267609596252e-02,5.112358093261718750e+00
1.201981641352176666e-01,1.851938106119632721e-02,5.111914157867431641e+00
1.203471645712852478e-01,2.012014575302600861e-02,5.111429214477539062e+00
1.204961640760302544e-01,2.172488719224929810e-02,5.110665798187255859e+00
1.206451645120978355e-01,2.259586006402969360e-02,5.110301494598388672e+00
1.207941649481654167e-01,2.347575128078460693e-02,5.110290527343750000e+00
1.209441646933555603e-01,2.180525660514831543e-02,5.110873699188232422e+00
1.210931651294231415e-01,2.140481024980545044e-02,5.110498428344726562e+00
1.212421655654907227e-01,2.048720605671405792e-02,5.111064434051513672e+00
1.213911660015583038e-01,1.722645759582519531e-02,5.112658977508544922e+00
1.215401655063033104e-01,2.428789623081684113e-02,5.109534740447998047e+00
1.216891659423708916e-01,2.613941207528114319e-02,5.108901023864746094e+00
1.218381663784384727e-01,2.088767290115356445e-02,5.110841751098632812e+00
1.219871668145060539e-01,2.098970301449298859e-02,5.111149311065673828e+00
1.221371665596961975e-01,1.995266787707805634e-02,5.111467361450195312e+00
1.222861669957637787e-01,2.037962153553962708e-02,5.111573219299316406e+00
1.224351674318313599e-01,2.655276097357273102e-02,5.108384609222412109e+00
1.225841669365763664e-01,2.610708214342594147e-02,5.108661174774169922e+00
1.227331673726439476e-01,1.777222193777561188e-02,5.112314224243164062e+00
1.228821678087115288e-01,1.633314974606037140e-02,5.112900257110595703e+00
1.230311682447791100e-01,1.669932343065738678e-02,5.112763404846191406e+00
1.231801677495241165e-01,1.732563413679599762e-02,5.112543106079101562e+00
1.233301684260368347e-01,1.762589998543262482e-02,5.112520217895507812e+00
1.234791688621044159e-01,1.673010177910327911e-02,5.113190650939941406e+00
1.236281683668494225e-01,1.970551908016204834e-02,5.111763954162597656e+00
1.237771688029170036e-01,2.357960119843482971e-02,5.110280990600585938e+00
1.239261692389845848e-01,2.271420881152153015e-02,5.110102653503417969e+00
1.240751696750521660e-01,2.738122083246707916e-02,5.108503818511962891e+00
1.242241691797971725e-01,2.604700811207294464e-02,5.109174251556396484e+00
1.243731696158647537e-01,2.585081011056900024e-02,5.109081268310546875e+00
1.245231702923774719e-01,2.669365331530570984e-02,5.108716964721679688e+00
1.246721697971224785e-01,2.831858396530151367e-02,5.108181953430175781e+00
1.248211702331900597e-01,1.801384799182415009e-02,5.112665176391601562e+00
1.249701706692576408e-01,1.704505085945129395e-02,5.112497329711914062e+00
1.251191711053252220e-01,1.696130633354187012e-02,5.112742424011230469e+00
1.252681706100702286e-01,1.672080717980861664e-02,5.112812995910644531e+00
1.254171710461378098e-01,1.660182327032089233e-02,5.113067626953125000e+00
1.255671717226505280e-01,1.670796051621437073e-02,5.112969875335693359e+00
1.257161712273955345e-01,1.940276846289634705e-02,5.111769676208496094e+00
1.258651716634631157e-01,3.444057703018188477e-02,5.105750083923339844e+00
1.260141720995306969e-01,2.197115682065486908e-02,5.110999584197998047e+00
1.261631725355982780e-01,2.333293110132217407e-02,5.110222339630126953e+00
1.263121720403432846e-01,3.528572618961334229e-02,5.104845523834228516e+00
1.264611724764108658e-01,4.010599851608276367e-02,5.103277683258056641e+00
1.266101729124784470e-01,4.168764501810073853e-02,5.102549076080322266e+00
1.267601726576685905e-01,3.871704638004302979e-02,5.103699207305908203e+00
1.269091730937361717e-01,3.588599711656570435e-02,5.105043888092041016e+00
1.270581735298037529e-01,3.526187688112258911e-02,5.104900360107421875e+00
1.272071730345487595e-01,3.620341047644615173e-02,5.104432106018066406e+00
