# time,JS220-005622.i,JS220-005622.v
2.513904217630624771e-02,1.998276561498641968e-01,5.035640239715576172e+00
2.517704199999570847e-02,1.997044384479522705e-01,5.035509586334228516e+00
2.521504275500774384e-02,1.995775401592254639e-01,5.035931587219238281e+00
2.525304257869720459e-02,2.000515311956405640e-01,5.035796642303466797e+00
2.529104240238666534e-02,2.002912908792495728e-01,5.034886837005615234e+00
2.532904222607612610e-02,1.988995522260665894e-01,5.035385608673095703e+00
2.536704298108816147e-02,2.011512517929077148e-01,5.035220623016357422e+00
2.540504280477762222e-02,2.022569477558135986e-01,5.034007549285888672e+00
2.544304262846708298e-02,2.015939056873321533e-01,5.034107685089111328e+00
2.548104245215654373e-02,2.018954008817672729e-01,5.033531188964843750e+00
2.551904320716857910e-02,2.020126581192016602e-01,5.034576892852783203e+00
2.555704303085803986e-02,2.017301023006439209e-01,5.034711360931396484e+00
2.559504285454750061e-02,2.019256651401519775e-01,5.034048557281494141e+00
2.563304267823696136e-02,2.021033018827438354e-01,5.034674644470214844e+00
2.567104343324899673e-02,2.021181136369705200e-01,5.034423828125000000e+00
2.570904325693845749e-02,2.017654031515121460e-01,5.035056591033935547e+00
2.574704308062791824e-02,2.013313025236129761e-01,5.034424304962158203e+00
2.578504290431737900e-02,2.007442861795425415e-01,5.034615516662597656e+00
2.582304365932941437e-02,2.021070867776870728e-01,5.034614086151123047e+00
2.586104348301887512e-02,2.012618184089660645e-01,5.034688472747802734e+00
2.589904330670833588e-02,2.023661136627197266e-01,5.034774780273437500e+00
2.593704313039779663e-02,2.011504471302032471e-01,5.035118103027343750e+00
2.597504388540983200e-02,2.003837227821350098e-01,5.035028934478759766e+00
2.601304370909929276e-02,1.994999200105667114e-01,5.035352230072021484e+00
2.605104353278875351e-02,2.024910748004913330e-01,5.034521102905273438e+00
2.608904428780078888e-02,1.992720514535903931e-01,5.035940170288085938e+00
2.612704411149024963e-02,2.003378123044967651e-01,5.034636497497558594e+00
2.616504393517971039e-02,2.002297639846801758e-01,5.034671783447265625e+00
2.620304375886917114e-02,2.008064389228820801e-01,5.034414291381835938e+00
2.624104451388120651e-02,2.005345672369003296e-01,5.035236835479736328e+00
2.628004457801580429e-02,2.005131989717483521e-01,5.035120010375976562e+00
2.631804440170526505e-02,1.996612399816513062e-01,5.034473419189453125e+00
2.635604422539472580e-02,2.020878791809082031e-01,5.034275531768798828e+00
2.639404404908418655e-02,2.039207965135574341e-01,5.034260749816894531e+00
2.643204480409622192e-02,2.012647837400436401e-01,5.034728527069091797e+00
2.647004462778568268e-02,2.025196403264999390e-01,5.033892154693603516e+00
2.650804445147514343e-02,2.006928026676177979e-01,5.034512519836425781e+00
2.654604427516460419e-02,2.037737220525741577e-01,5.034085273742675781e+00
2.658404503017663956e-02,2.008791267871856689e-01,5.035481452941894531e+00
2.662204485386610031e-02,2.014262378215789795e-01,5.034447669982910156e+00
2.666004467755556107e-02,2.009771913290023804e-01,5.034634590148925781e+00
2.669804450124502182e-02,2.009175419807434082e-01,5.034507751464843750e+00
2.673604525625705719e-02,2.015932649374008179e-01,5.034304618835449219e+00
2.677404507994651794e-02,2.003581970930099487e-01,5.034775257110595703e+00
2.681204490363597870e-02,2.012946605682373047e-01,5.034991264343261719e+00
2.685004472732543945e-02,2.008870542049407959e-01,5.034843921661376953e+00
2.688804548233747482e-02,2.011070996522903442e-01,5.034838676452636719e+00
2.692604530602693558e-02,1.991231739521026611e-01,5.035170078277587891e+00
2.696404512971639633e-02,2.014112770557403564e-01,5.034704208374023438e+00
2.700204495340585709e-02,2.005403041839599609e-01,5.034708976745605469e+00
2.704004570841789246e-02,2.009039223194122314e-01,5.035635471343994141e+00
2.707804553210735321e-02,1.997937560081481934e-01,5.034754276275634766e+00
2.711604535579681396e-02,2.009629905223846436e-01,5.034543991088867188e+00
